Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Player_Avg_Rating_Before_Injury,Player_Avg_Rating_After_Injury,Avg_GD_Before_Injury,Avg_GD_Missed_Matches,Team_Performance_Drop_Index
Ryan Fraser,Newcastle,Left winger,27,2020/21,77.0,Groin injury,"Apr 1, 2021","May 31, 2021",draw,West Brom,0.0,5.8,draw,Aston Villa,0.0,6.4,lose,Brighton,-3.0,6.1,draw,Tottenham,0.0,win,Burnley,1.0,win,West Ham,1.0,Missing,,,,Missing,,,,Missing,,,,6.099999999999999,,-1.0,0.6666666666666666,-1.6666666666666665
Callum Wilson,Newcastle,Center Forward,29,2020/21,79.0,Hamstring strain,"Nov 7, 2020","Nov 26, 2020",draw,Wolves,0.0,5.7,win,Everton,1.0,7.8,lose,Southampton,-2.0,5.2,lose,Chelsea,-2.0,Missing,,,Missing,,,win,Crystal Palace,2.0,7.2,win,West Brom,1.0,5.7,lose,Leeds,-3.0,6.9,6.233333333333333,6.6000000000000005,-0.3333333333333333,-2.0,1.6666666666666667
Callum Wilson,Newcastle,Center Forward,29,2020/21,79.0,Hamstring injury,"Feb 7, 2021","Apr 4, 2021",win,Everton,2.0,8.5,lose,Crystal Palace,-1.0,6.9,win,Southampton,1.0,6.1,lose,Chelsea,-2.0,lose,Man United,-2.0,draw,Wolves,0.0,win,Burnley,1.0,5.2,win,West Ham,1.0,6.2,draw,Liverpool,0.0,5.7,7.166666666666667,5.7,0.6666666666666666,-1.3333333333333333,2.0
Callum Wilson,Newcastle,Center Forward,29,2020/21,79.0,Hamstring injury,"May 8, 2021","May 25, 2021",draw,Liverpool,0.0,5.7,lose,Arsenal,-2.0,5.5,win,Leicester,2.0,8.1,lose,Man City,-1.0,win,Sheffield,1.0,win,Fulham,2.0,Missing,,,,Missing,,,,Missing,,,,6.433333333333333,,0.0,0.6666666666666666,-0.6666666666666666
Jamaal Lascelles,Newcastle,Center Back,28,2021/22,77.0,Ill,"Feb 11, 2022","Feb 16, 2022",draw,Watford,0.0,7.0,win,Leeds,1.0,7.0,win,Everton,2.0,6.6,win,Aston Villa,1.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.866666666666667,,1.0,1.0,0.0
Paul Dummett,Newcastle,Center Back,30,2021/22,75.0,Calf injury,"Jul 28, 2021","Jan 1, 2022",Missing,,,,Missing,,,,Missing,,,,lose,Liverpool,-2.0,lose,Man City,-4.0,draw,Man United,0.0,draw,Watford,0.0,7.0,win,Leeds,1.0,6.0,Missing,,,,,6.5,,-2.0,
Joelinton,Newcastle,Central Midfielder,25,2021/22,79.0,Knock,"Mar 7, 2022","Mar 15, 2022",draw,West Ham,0.0,6.4,win,Brentford,2.0,7.7,win,Brighton,1.0,6.6,win,Southampton,1.0,lose,Chelsea,-1.0,Missing,,,lose,Everton,-1.0,6.2,lose,Tottenham,-4.0,5.5,win,Wolves,1.0,6.6,6.900000000000001,6.099999999999999,1.0,0.0,1.0
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77.0,Calf injury,"Aug 15, 2021","Oct 15, 2021",lose,West Ham,-2.0,7.0,Missing,,,,Missing,,,,lose,Aston Villa,-2.0,draw,Southampton,0.0,lose,Man United,-3.0,Missing,,,,Missing,,,,draw,Brighton,0.0,6.0,7.0,6.0,-2.0,-1.6666666666666667,-0.33333333333333326
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77.0,Muscle injury,"Dec 17, 2021","Dec 26, 2021",win,Burnley,1.0,7.0,lose,Leicester,-4.0,6.0,lose,Liverpool,-2.0,7.0,lose,Man City,-4.0,Missing,,,Missing,,,draw,Man United,0.0,7.0,draw,Watford,0.0,7.0,win,Leeds,1.0,9.0,6.666666666666667,7.666666666666667,-1.6666666666666667,-4.0,2.333333333333333
Jonjo Shelvey,Newcastle,Central Midfielder,30,2021/22,77.0,Calf problems,"May 1, 2022","May 25, 2022",win,Leicester,1.0,7.0,win,Crystal Palace,1.0,6.0,lose,Liverpool,1.0,6.0,lose,Man City,-5.0,win,Arsenal,2.0,win,Burnley,1.0,Missing,,,,Missing,,,,Missing,,,,6.333333333333333,,1.0,-0.6666666666666666,1.6666666666666665
Allan Saint-Maximin,Newcastle,Left winger,25,2021/22,79.0,Ill & knock,"Feb 14, 2022","Mar 12, 2022",win,Leeds,1.0,8.0,win,Everton,2.0,9.0,win,Aston Villa,1.0,5.0,draw,West Ham,0.0,win,Brentford,2.0,win,Southampton,1.0,lose,Chelsea,-1.0,6.0,lose,Everton,-1.0,7.0,lose,Tottenham,-4.0,6.0,7.333333333333333,6.333333333333333,1.3333333333333333,1.0,0.33333333333333326
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75.0,Coronavirus,"Dec 21, 2021","Dec 31, 2021",lose,Leicester,-4.0,5.9,Missing,,,,lose,Man City,-4.0,5.4,draw,Man United,0.0,Missing,,,Missing,,,win,Leeds,1.0,7.0,win,Everton,2.0,6.5,win,Aston Villa,1.0,6.3,5.65,6.6000000000000005,-4.0,0.0,-4.0
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75.0,Knee injury,"Apr 4, 2022","Apr 10, 2022",win,Southampton,1.0,6.9,lose,Everton,-1.0,6.5,lose,Tottenham,-4.0,5.9,win,Wolves,1.0,Missing,,,Missing,,,win,Leicester,1.0,7.0,win,Crystal Palace,1.0,6.0,win,Norwich City,3.0,6.0,6.433333333333334,6.333333333333333,-1.3333333333333333,1.0,-2.333333333333333
Joe Willock,Newcastle,Central Midfielder,22,2021/22,75.0,Knee injury,"May 1, 2022","May 25, 2022",win,Crystal Palace,1.0,6.0,win,Norwich City,3.0,6.0,lose,Liverpool,-1.0,5.1,lose,Man City,-5.0,win,Arsenal,2.0,win,Burnley,1.0,Missing,,,,Missing,,,,Missing,,,,5.7,,1.0,-0.6666666666666666,1.6666666666666665
Ryan Fraser,Newcastle,Left winger,28,2021/22,77.0,Hamstring injury,"Apr 8, 2022","May 9, 2022",lose,Everton,-1.0,5.5,lose,Tottenham,-4.0,5.8,Missing,,,,win,Leicester,1.0,win,Crystal Palace,1.0,win,Norwich City,3.0,win,Arsenal,2.0,6.0,Missing,,,,Missing,,,,5.65,6.0,-2.5,1.6666666666666667,-4.166666666666667
Callum Wilson,Newcastle,Center Forward,30,2021/22,78.0,Hamstring injury,"Aug 30, 2021","Oct 17, 2021",lose,West Ham,2.0,6.9,lose,Aston Villa,-2.0,5.3,draw,Southampton,0.0,6.8,lose,Man United,-3.0,draw,Leeds,0.0,draw,Watford,0.0,lose,Tottenham,-1.0,6.9,draw,Crystal Palace,0.0,6.3,lose,Chelsea,-3.0,5.2,6.333333333333333,6.133333333333333,0.0,-1.0,1.0
Callum Wilson,Newcastle,Center Forward,30,2021/22,78.0,Calf injury,"Dec 27, 2021","May 1, 2022",lose,Liverpool,-2.0,6.0,lose,Man City,-4.0,5.9,draw,Man United,0.0,5.4,draw,Watford,0.0,win,Leeds,1.0,win,Everton,2.0,lose,Man City,-5.0,5.0,win,Arsenal,2.0,5.4,win,Burnley,1.0,7.8,5.766666666666667,6.066666666666666,-2.0,1.0,-3.0
Kieran Trippier,Newcastle,Right Back,31,2021/22,81.0,Metatarsal fracture,"Feb 13, 2022","May 1, 2022",win,Leeds,1.0,7.0,win,Everton,2.0,7.3,win,Aston Villa,1.0,7.5,draw,West Ham,0.0,win,Brentford,2.0,win,Brighton,1.0,lose,Man City,-5.0,5.1,win,Burnley,1.0,6.3,Missing,,,,7.266666666666667,5.699999999999999,1.3333333333333333,1.0,0.33333333333333326
Chris Wood,Newcastle,Center Forward,30,2021/22,77.0,Hip injury,"May 9, 2022","May 20, 2022",Missing,,,,lose,Liverpool,-1.0,6.0,lose,Man City,-5.0,5.6,win,Arsenal,2.0,Missing,,,Missing,,,win,Burnley,1.0,5.0,Missing,,,,Missing,,,,5.8,5.0,-3.0,2.0,-5.0
Fabian Schär,Newcastle,Center Back,31,2022/23,80.0,concussion,"Feb 27, 2023","Mar 5, 2023",draw,West Ham,0.0,6.7,draw,Bournemouth,0.0,6.4,lose,Liverpool,-2.0,5.5,lose,Man City,-2.0,Missing,,,Missing,,,win,Wolves,1.0,6.6,win,Nottm Forest,1.0,6.4,win,Man United,2.0,6.9,6.2,6.633333333333333,-0.6666666666666666,-2.0,1.3333333333333335
Joelinton,Newcastle,Central Midfielder,26,2022/23,80.0,Knock,"May 22, 2023","May 31, 2023",lose,Arsenal,-2.0,6.4,draw,Leeds,0.0,6.0,win,Brighton,3.0,6.3,draw,Leicester,0.0,draw,Chelsea,0.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.233333333333333,,0.3333333333333333,0.0,0.3333333333333333
Sean Longstaff,Newcastle,Central Midfielder,25,2022/23,77.0,Outer ligament problems,"Apr 27, 2023","May 20, 2023",lose,Aston Villa,-3.0,5.8,win,Tottenham,5.0,7.3,win,Everton,3.0,6.2,win,Southampton,2.0,lose,Arsenal,-2.0,draw,Leeds,0.0,draw,Leicester,0.0,6.3,Missing,,,,Missing,,,,6.433333333333334,6.3,1.6666666666666667,0.0,1.6666666666666667
Jonjo Shelvey,Newcastle,Central Midfielder,31,2022/23,77.0,Hamstring injury,"Jul 26, 2022","Oct 10, 2022",Missing,,,,Missing,,,,Missing,,,,win,Nottm Forest,2.0,draw,Brighton,0.0,draw,Man City,0.0,Missing,,,,win,Aston Villa,4.0,,win,Southampton,3.0,6.0,,6.0,,0.6666666666666666,
Allan Saint-Maximin,Newcastle,Left winger,26,2022/23,79.0,Hamstring injury,"Aug 29, 2022","Oct 5, 2022",draw,Brighton,0.0,7.0,draw,Man City,0.0,9.0,draw,Wolves,0.0,7.0,lose,Liverpool,-1.0,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,win,Brentford,4.0,6.0,Missing,,,,Missing,,,,7.666666666666667,6.0,0.0,-0.3333333333333333,0.3333333333333333
Allan Saint-Maximin,Newcastle,Left winger,26,2022/23,79.0,Muscle injury,"Oct 14, 2022","Oct 26, 2022",win,Brentford,4.0,6.0,Missing,,,,Missing,,,,draw,Man United,0.0,win,Everton,1.0,win,Tottenham,1.0,Missing,,,,win,Southampton,3.0,6.0,Missing,,,,6.0,6.0,4.0,0.6666666666666666,3.3333333333333335
Allan Saint-Maximin,Newcastle,Left winger,26,2022/23,79.0,Hamstring injury,"Apr 6, 2023","May 5, 2023",win,Nottm Forest,1.0,5.0,win,Man United,2.0,8.0,win,West Ham,4.0,7.0,win,Brentford,1.0,lose,Aston Villa,-3.0,win,Tottenham,5.0,lose,Arsenal,-2.0,6.0,draw,Leeds,0.0,7.0,Missing,,,,6.666666666666667,6.5,2.3333333333333335,1.0,1.3333333333333335
Miguel Almirón,Newcastle,Right winger,29,2022/23,78.0,Thigh problems,"Mar 15, 2023","Apr 15, 2023",lose,Liverpool,-2.0,6.2,lose,Man City,-2.0,5.5,win,Wolves,1.0,7.6,win,Nottm Forest,1.0,win,Man United,2.0,win,West Ham,4.0,lose,Aston Villa,-3.0,5.9,win,Tottenham,5.0,6.1,win,Everton,3.0,5.9,6.433333333333333,5.966666666666666,-1.0,2.3333333333333335,-3.3333333333333335
Joe Willock,Newcastle,Central Midfielder,23,2022/23,76.0,Hamstring injury,"May 18, 2023","Jun 5, 2023",lose,Arsenal,2.0,6.4,draw,Leeds,0.0,7.0,win,Brighton,3.0,6.5,draw,Leicester,0.0,draw,Chelsea,0.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.633333333333333,,1.6666666666666667,0.0,1.6666666666666667
Callum Wilson,Newcastle,Center Forward,31,2022/23,79.0,Hamstring injury,"Aug 21, 2022","Sep 25, 2022",win,Nottm Forest,2.0,6.8,draw,Brighton,0.0,5.1,draw,Man City,0.0,6.9,draw,Wolves,0.0,lose,Liverpool,1.0,draw,Crystal Palace,0.0,win,Fulham,3.0,6.7,win,Brentford,4.0,6.4,draw,Man United,0.0,5.6,6.266666666666666,6.233333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333
Bruno Guimarães,Newcastle,Defensive Midfielder,25,2022/23,81.0,Hamstring injury,"Aug 25, 2022","Sep 16, 2022",win,Nottm Forest,2.0,7.8,draw,Brighton,0.0,6.8,draw,Man City,0.0,5.8,draw,Wolves,0.0,lose,Liverpool,-1.0,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,6.9,win,Fulham,3.0,7.6,win,Brentford,4.0,8.9,6.8,7.8,0.6666666666666666,-0.3333333333333333,1.0
Bruno Guimarães,Newcastle,Defensive Midfielder,25,2022/23,81.0,Ankle injury,"Feb 1, 2023","Feb 20, 2023",draw,Arsenal,0.0,6.4,win,Fulham,1.0,6.6,draw,Crystal Palace,0.0,6.5,draw,West Ham,0.0,draw,Bournemouth,0.0,lose,Liverpool,-2.0,lose,Man City,-2.0,6.4,win,Wolves,1.0,6.2,win,Nottm Forest,1.0,7.2,6.5,6.6000000000000005,0.3333333333333333,-0.6666666666666666,1.0
Nick Pope,Newcastle,Goalkeeper,31,2022/23,83.0,Hand injury,"May 23, 2023","Jun 20, 2023",draw,Leeds,0.0,7.0,win,Brighton,3.0,6.1,draw,Leicester,0.0,6.5,draw,Chelsea,0.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.533333333333334,,1.0,0.0,1.0
Anthony Gordon,Newcastle,Left winger,22,2022/23,77.0,Ankle injury,"Mar 10, 2023","Apr 1, 2023",draw,Bournemouth,0.0,6.1,lose,Liverpool,-2.0,6.2,lose,Man City,-2.0,6.1,win,Wolves,1.0,win,Nottm Forest,1.0,Missing,,,win,Man United,2.0,5.8,win,West Ham,4.0,6.3,win,Brentford,1.0,5.9,6.133333333333333,6.0,-1.3333333333333333,1.0,-2.333333333333333
Alexander Isak,Newcastle,Center Forward,23,2022/23,80.0,Thigh problems,"Sep 20, 2022","January 4, 2023",lose,Liverpool,-1.0,6.8,draw,Crystal Palace,0.0,6.1,draw,Bournemouth,0.0,7.4,win,Fulham,3.0,win,Brentford,4.0,draw,Man United,0.0,win,Fulham,1.0,7.1,draw,Crystal Palace,0.0,6.1,draw,Bournemouth,0.0,6.5,6.766666666666666,6.566666666666666,-0.3333333333333333,2.3333333333333335,-2.666666666666667
Jamaal Lascelles,Newcastle,Center Back,30,2023/24,76.0,unknown injury,"Dec 23, 2023","Jan 1, 2024",lose,Tottenham,-3.0,4.9,lose,Fulham,-3.0,7.5,win,Luton Town,1.0,6.1,lose,Nottm Forest,-2.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.166666666666667,,-1.6666666666666667,-2.0,0.33333333333333326
Fabian Schär,Newcastle,Center Back,32,2023/24,82.0,Hamstring injury,"Apr 27, 2024","May 15, 2024",win,Tottenham,4.0,7.8,lose,Crystal Palace,-2.0,5.8,win,Sheffield,4.0,5.9,win,Burnley,3.0,draw,Brighton,0.0,Missing,,,lose,Man United,-1.0,5.6,win,Brentford,2.0,5.7,Missing,,,,6.5,5.65,2.0,1.5,0.5
Joelinton,Newcastle,Central Midfielder,27,2023/24,82.0,Hamstring injury,"Sep 13, 2023","Oct 15, 2023",lose,Man City,-1.0,6.0,lose,Liverpool,-1.0,6.8,lose,Brighton,-2.0,6.3,win,Brentford,1.0,win,Sheffield,8.0,draw,West Ham,0.0,win,Crystal Palace,4.0,6.5,draw,Wolves,0.0,6.8,win,Arsenal,1.0,7.8,6.366666666666667,7.033333333333334,-1.3333333333333333,3.0,-4.333333333333333
Joelinton,Newcastle,Central Midfielder,27,2023/24,82.0,Hamstring injury,"Dec 16, 2023","Dec 25, 2023",lose,Everton,-3.0,7.0,lose,Tottenham,-3.0,7.0,win,Fulham,3.0,5.6,lose,Luton Town,-1.0,Missing,,,Missing,,,lose,Nottm Forest,-2.0,5.8,lose,Liverpool,-2.0,6.6,Missing,,,,6.533333333333334,6.199999999999999,-1.0,-1.0,0.0
Joelinton,Newcastle,Central Midfielder,27,2023/24,82.0,Groin surgery,"Jan 6, 2024","May 3, 2024",lose,Nottm Forest,-2.0,5.8,lose,Liverpool,-2.0,6.6,Missing,,,,lose,Man City,-1.0,win,Aston Villa,2.0,draw,Luton Town,0.0,win,Burnley,3.0,6.0,draw,Brighton,0.0,6.0,lose,Man United,-1.0,7.0,6.199999999999999,6.333333333333333,-2.0,0.3333333333333333,-2.3333333333333335
Sean Longstaff,Newcastle,Central Midfielder,26,2023/24,77.0,Ankle injury,"Nov 11, 2023","Dec 8, 2023",draw,Wolves,0.0,6.5,win,Arsenal,1.0,6.5,lose,Bournemouth,-2.0,5.9,win,Chelsea,3.0,win,Man United,1.0,lose,Everton,-3.0,lose,Tottenham,-3.0,5.7,win,Fulham,3.0,6.8,lose,Luton Town,-1.0,6.0,6.3,6.166666666666667,-0.3333333333333333,0.3333333333333333,-0.6666666666666666
Miguel Almirón,Newcastle,Right winger,30,2023/24,79.0,Knee injury,"Mar 30, 2024","May 3, 2024",win,Wolves,3.0,6.2,lose,Chelsea,-1.0,6.3,win,West Ham,1.0,6.3,draw,Everton,0.0,win,Fulham,1.0,win,Tottenham,4.0,win,Burnley,3.0,6.0,draw,Brighton,0.0,6.2,lose,Man United,-1.0,5.6,6.266666666666667,5.933333333333333,1.0,1.6666666666666667,-0.6666666666666667
Joe Willock,Newcastle,Central Midfielder,24,2023/24,78.0,Hamstring injury,"Aug 1, 2023","Oct 23, 2023",Missing,,,,Missing,,,,Missing,,,,win,Aston Villa,4.0,lose,Man City,-1.0,lose,Liverpool,-1.0,draw,Wolves,0.0,6.0,win,Arsenal,1.0,7.0,lose,Bournemouth,-2.0,6.4,,6.466666666666666,,0.6666666666666666,
Joe Willock,Newcastle,Central Midfielder,24,2023/24,78.0,Achilles tendon problems,"Nov 24, 2023","Feb 23, 2024",draw,Wolves,0.0,6.0,win,Arsenal,1.0,7.0,lose,Bournemouth,-2.0,6.4,win,Chelsea,3.0,win,Man United,1.0,lose,Everton,-3.0,lose,Arsenal,-3.0,7.0,win,Wolves,3.0,6.4,lose,Chelsea,-1.0,6.6,6.466666666666666,6.666666666666667,-0.3333333333333333,0.3333333333333333,-0.6666666666666666
Joe Willock,Newcastle,Central Midfielder,24,2023/24,78.0,Achilles tendon problems,"Apr 6, 2024","May 20, 2024",win,West Ham,1.0,6.4,draw,Everton,0.0,6.0,win,Fulham,1.0,6.0,win,Tottenham,4.0,lose,Crystal Palace,-2.0,win,Sheffield,4.0,Missing,,,,Missing,,,,Missing,,,,6.133333333333333,,0.6666666666666666,2.0,-1.3333333333333335
Elliot Anderson,Newcastle,Central Midfielder,18,2023/24,74.0,Back injury,"Oct 23, 2023","Feb 25, 2024",win,Burnley,2.0,6.6,draw,West Ham,0.0,6.4,win,Crystal Palace,4.0,5.0,draw,Wolves,0.0,win,Arsenal,1.0,lose,Bournemouth,-2.0,Missing,,,,lose,Chelsea,-1.0,6.1,win,West Ham,1.0,7.0,6.0,6.55,2.0,-0.3333333333333333,2.3333333333333335
Callum Wilson,Newcastle,Center Forward,32,2023/24,82.0,Hamstring injury,"Sep 24, 2023","Oct 7, 2023",lose,Brighton,-2.0,7.0,win,Brentford,1.0,6.7,win,Sheffield,8.0,7.3,win,Burnley,2.0,Missing,,,Missing,,,Missing,,,,win,Crystal Palace,4.0,7.0,draw,Wolves,0.0,7.4,7.0,7.2,2.3333333333333335,2.0,0.3333333333333335
Callum Wilson,Newcastle,Center Forward,32,2023/24,82.0,Hamstring injury,"Nov 7, 2023","Dec 8, 2023",win,Crystal Palace,4.0,7.0,draw,Wolves,4.0,7.4,win,Arsenal,1.0,5.7,lose,Bournemouth,-2.0,win,Chelsea,3.0,win,Man United,1.0,lose,Tottenham,-3.0,7.0,win,Fulham,3.0,6.2,lose,Luton Town,-1.0,6.4,6.7,6.533333333333334,3.0,0.6666666666666666,2.3333333333333335
Callum Wilson,Newcastle,Center Forward,32,2023/24,82.0,Calf injury,"Dec 26, 2023","Feb 1, 2024",win,Fulham,3.0,6.2,lose,Luton Town,-1.0,6.4,lose,Nottm Forest,-2.0,6.0,lose,Liverpool,-2.0,lose,Man City,-1.0,win,Aston Villa,2.0,draw,Luton Town,0.0,6.0,win,Nottm Forest,1.0,5.7,Missing,,,,6.2,5.85,0.0,-0.3333333333333333,0.3333333333333333
Callum Wilson,Newcastle,Center Forward,32,2023/24,82.0,Chest injury,"Feb 11, 2024","Apr 15, 2024",draw,Luton Town,0.0,6.0,win,Nottm Forest,1.0,5.7,Missing,,,,draw,Bournemouth,0.0,lose,Arsenal,-3.0,win,Wolves,3.0,lose,Crystal Palace,2.0,6.0,win,Sheffield,4.0,7.0,win,Burnley,3.0,7.1,5.85,6.7,0.5,0.0,0.5
Callum Wilson,Newcastle,Center Forward,32,2023/24,82.0,Ill,"May 6, 2024","May 17, 2024",lose,Crystal Palace,2.0,6.0,win,Sheffield,4.0,7.0,win,Burnley,3.0,7.1,draw,Brighton,0.0,lose,Man United,-1.0,Missing,,,win,Brentford,2.0,6.0,Missing,,,,Missing,,,,6.7,6.0,3.0,-0.5,3.5
Dan Burn,Newcastle,Center Back,32,2023/24,78.0,Back injury,"Nov 4, 2023","Dec 11, 2023",win,Crystal Palace,4.0,6.7,draw,Wolves,0.0,6.2,win,Arsenal,1.0,6.3,lose,Bournemouth,-2.0,win,Chelsea,3.0,win,Man United,1.0,win,Fulham,3.0,8.4,lose,Luton Town,-1.0,6.6,lose,Nottm Forest,-2.0,5.9,6.3999999999999995,6.966666666666666,1.6666666666666667,0.6666666666666666,1.0
Kieran Trippier,Newcastle,Right Back,33,2023/24,85.0,Groin injury,"Dec 26, 2023","Jan 5, 2024",Missing,,,,lose,Luton Town,-1.0,6.8,lose,Nottm Forest,-2.0,7.0,lose,Liverpool,-2.0,Missing,,,Missing,,,lose,Man City,-1.0,6.5,win,Aston Villa,2.0,7.4,draw,Luton Town,0.0,7.7,6.9,7.2,-1.5,-2.0,0.5
Kieran Trippier,Newcastle,Right Back,33,2023/24,85.0,Calf injury,"Mar 2, 2024","May 10, 2024",draw,Bournemouth,0.0,6.0,lose,Arsenal,-3.0,5.2,win,Wolves,3.0,6.2,lose,Chelsea,-1.0,win,West Ham,1.0,draw,Everton,0.0,Missing,,,,lose,Man United,-1.0,6.0,win,Brentford,2.0,6.0,5.8,6.0,0.0,0.0,0.0
Sven Botman,Newcastle,Center Back,24,2023/24,83.0,Ankle injury,"Aug 27, 2023","Sep 15, 2023",win,Aston Villa,4.0,7.4,lose,Man City,-1.0,6.7,lose,Liverpool,-1.0,6.4,lose,Brighton,-2.0,Missing,,,Missing,,,win,Brentford,1.0,7.1,win,Sheffield,8.0,8.5,Missing,,,,6.833333333333333,7.8,0.6666666666666666,-2.0,2.6666666666666665
Sven Botman,Newcastle,Center Back,24,2023/24,83.0,Knee injury,"Sep 28, 2023","Dec 15, 2023",win,Brentford,1.0,7.1,win,Sheffield,8.0,8.5,Missing,,,,win,Burnley,2.0,draw,West Ham,0.0,win,Crystal Palace,4.0,Missing,,,,lose,Luton Town,-1.0,6.8,lose,Nottm Forest,-2.0,5.7,7.8,6.25,4.5,2.0,2.5
Sven Botman,Newcastle,Center Back,24,2023/24,83.0,Cruciate ligament surgery,"Mar 20, 2024","Dec 2, 2024",lose,Arsenal,-3.0,4.3,win,Wolves,3.0,6.7,lose,Chelsea,-1.0,6.2,win,West Ham,1.0,draw,Everton,0.0,win,Fulham,1.0,Missing,,,,Missing,,,,Missing,,,,5.733333333333333,,-0.3333333333333333,0.6666666666666666,-1.0
Lewis Miley,Newcastle,Central Midfielder,18,2023/24,70.0,Fever,"Oct 16, 2023","Nov 1, 2023",Missing,,,,Missing,,,,Missing,,,,win,Crystal Palace,4.0,draw,Wolves,0.0,Missing,,,lose,Bournemouth,-2.0,6.6,win,Chelsea,3.0,6.8,win,Man United,1.0,7.4,,6.933333333333333,,2.0,
Lewis Miley,Newcastle,Central Midfielder,18,2023/24,70.0,ack injury,"Mar 25, 2024","May 20, 2024",lose,Arsenal,-3.0,5.9,win,Wolves,3.0,6.0,lose,Chelsea,-1.0,6.0,win,West Ham,1.0,draw,Everton,0.0,win,Fulham,1.0,Missing,,,,Missing,,,,Missing,,,,5.966666666666666,,-0.3333333333333333,0.6666666666666666,-1.0
Anthony Gordon,Newcastle,Left winger,23,2023/24,80.0,Ankle injury,"May 15, 2024","May 27, 2024",win,Burnley,3.0,7.0,draw,Brighton,0.0,7.0,lose,Man United,-1.0,8.4,win,Brentford,2.0,Missing,,,Missing,,,Missing,,,,Missing,,,,Missing,,,,7.466666666666666,,0.6666666666666666,2.0,-1.3333333333333335
Alexander Isak,Newcastle,Center Forward,24,2023/24,83.0,Groin injury,"Oct 25, 2023","Nov 24, 2023",win,Burnley,2.0,6.9,draw,West Ham,0.0,8.7,win,Crystal Palace,4.0,5.4,draw,Wolves,0.0,win,Arsenal,1.0,lose,Bournemouth,-2.0,win,Chelsea,3.0,6.6,win,Man United,1.0,6.7,lose,Everton,-3.0,5.4,7.0,6.233333333333334,2.0,-0.3333333333333333,2.3333333333333335
Alexander Isak,Newcastle,Center Forward,24,2023/24,83.0,Groin injury,"Jan 30, 2024","Feb 23, 2024",lose,Nottm Forest,-2.0,7.8,lose,Man City,-1.0,7.1,win,Aston Villa,2.0,5.7,draw,Luton Town,0.0,win,Nottm Forest,1.0,draw,Bournemouth,0.0,win,Arsenal,-3.0,5.7,win,Wolves,3.0,6.9,lose,Chelsea,-1.0,7.1,6.866666666666666,6.566666666666667,-0.3333333333333333,0.3333333333333333,-0.6666666666666666
Tino Livramento,Newcastle,Right Back,21,2023/24,74.0,Ill,"Jan 12, 2024","Jan 20, 2024",Missing,,,,lose,Nottm Forest,-2.0,6.0,lose,Liverpool,-2.0,5.8,lose,Man City,-1.0,Missing,,,Missing,,,win,Aston Villa,2.0,6.0,draw,Luton Town,0.0,6.0,Missing,,,,5.9,6.0,-2.0,-1.0,-1.0
Tino Livramento,Newcastle,Right Back,21,2023/24,74.0,Ankle injury,"Mar 11, 2024","Apr 12, 2024",win,Wolves,3.0,7.5,lose,Chelsea,-1.0,5.9,win,West Ham,1.0,6.0,draw,Everton,0.0,win,Fulham,1.0,Missing,,,win,Tottenham,4.0,6.0,win,Sheffield,4.0,7.1,win,Burnley,3.0,6.5,6.466666666666666,6.533333333333334,1.0,0.5,0.5
Tino Livramento,Newcastle,Right Back,21,2023/24,74.0,Ankle injury,"May 14, 2024","May 27, 2024",win,Sheffield,4.0,7.1,win,Burnley,3.0,6.5,draw,Brighton,0.0,6.9,lose,Man United,-1.0,win,Brentford,2.0,Missing,,,Missing,,,,Missing,,,,Missing,,,,6.833333333333333,,2.3333333333333335,0.5,1.8333333333333335
