Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Player_Avg_Rating_Before_Injury,Player_Avg_Rating_After_Injury,Avg_GD_Before_Injury,Avg_GD_Missed_Matches,Team_Performance_Drop_Index
Daniel James,Man United,Right winger,23,2020/21,77.0,unknown injury,"Apr 30, 2021","May 21, 2021",draw,Leeds,0.0,6.0,win,Brighton,1.0,6.4,win,West Ham,1.0,6.0,win,Aston Villa,2.0,lose,Leicester,-1.0,lose,Liverpool,-2.0,win,Wolves,1.0,6.5,Missing,,,,Missing,,,,6.133333333333333,6.5,0.6666666666666666,-0.3333333333333333,1.0
Anthony Martial,Man United,Center Forward,24,2019/20,79.0,Hamstring strain,"Aug 25, 2019","Oct 20, 2019",win,Chelsea,4.0,6.9,draw,Wolves,0.0,6.4,lose,Crystal Palace,-1.0,6.7,draw,Southampton,0.0,win,Leicester,1.0,lose,West Ham,-2.0,draw,Liverpool,0.0,6.1,win,Norwich City,2.0,7.2,lose,Bournemouth,-1.0,5.8,6.666666666666667,6.366666666666667,1.0,-0.3333333333333333,1.3333333333333333
Anthony Martial,Man United,Center Forward,25,2020/21,79.0,Torn knee ligaments,"Mar 29, 2021","Aug 2, 2021",win,Newcastle,2.0,6.2,draw,Chelsea,0.0,6.0,win,Man City,2.0,5.6,win,Brighton,1.0,win,Tottenham,2.0,win,Burnley,2.0,Missing,,,,Missing,,,,Missing,,,,5.933333333333333,,1.3333333333333333,1.6666666666666667,-0.3333333333333335
Anthony Martial,Man United,Center Forward,26,2021/22,79.0,Fitness,"Oct 15, 2021","Oct 29, 2021",win,Wolves,1.0,6.0,win,Newcastle,3.0,6.2,draw,Everton,0.0,7.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,Missing,,,lose,Watford,-3.0,7.0,win,Arsenal,1.0,7.0,Missing,,,,6.533333333333334,7.0,1.3333333333333333,-3.5,4.833333333333333
Anthony Martial,Man United,Center Forward,26,2021/22,79.0,Knee injury,"Dec 4, 2021","Dec 13, 2021",lose,Watford,-3.0,7.0,win,Arsenal,1.0,7.2,Missing,,,,win,Crystal Palace,1.0,win,Norwich City,1.0,Missing,,,win,West Ham,1.0,7.2,Missing,,,,Missing,,,,7.1,7.2,-1.0,1.0,-2.0
Anthony Martial,Man United,Center Forward,27,2022/23,79.0,Achilles tendon irritation,"Aug 23, 2022","Sep 26, 2022",win,Liverpool,1.0,6.1,Missing,,,,Missing,,,,win,Southampton,1.0,win,Leicester,1.0,win,Arsenal,2.0,lose,Man City,-3.0,6.9,win,Everton,1.0,6.7,Missing,,,,6.1,6.800000000000001,1.0,1.3333333333333333,-0.33333333333333326
Anthony Martial,Man United,Center Forward,27,2022/23,79.0,Back injury,"Oct 10, 2022","Oct 31, 2022",lose,Man City,-3.0,6.9,win,Everton,1.0,6.7,Missing,,,,draw,Newcastle,0.0,win,Tottenham,,draw,Chelsea,0.0,lose,Aston Villa,-2.0,5.9,win,Fulham,1.0,6.5,win,Nottm Forest,3.0,7.6,6.800000000000001,6.666666666666667,-1.0,0.0,-1.0
Anthony Martial,Man United,Center Forward,27,2022/23,79.0,Hip injury,"Feb 2, 2023","Mar 8, 2023",win,Wolves,1.0,7.3,win,Bournemouth,3.0,7.4,win,Man City,1.0,6.9,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,lose,Newcastle,-2.0,5.5,win,Brentford,1.0,7.7,win,Everton,2.0,7.5,7.2,6.8999999999999995,1.6666666666666667,1.0,0.6666666666666667
Donny Van De Beek,Man United,Central Midfielder,30,2020/21,77.0,Muscle injury,"Mar 1, 2021","Mar 15, 2021",lose,Sheffield,-1.0,6.0,win,Southampton,9.0,6.5,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,win,Man City,2.0,win,West Ham,1.0,win,Brighton,1.0,6.0,win,Burnley,2.0,6.2,draw,Leeds,0.0,6.0,6.166666666666667,6.066666666666666,2.6666666666666665,1.0,1.6666666666666665
Donny Van De Beek,Man United,Central Midfielder,32,2022/23,77.0,Shingles,"Sep 3, 2022","Oct 24, 2022",lose,Brighton,-1.0,6.0,lose,Brentford,-4.0,6.2,win,Liverpool,1.0,6.2,win,Arsenal,2.0,lose,Man City,-3.0,win,Everton,1.0,lose,Aston Villa,-2.0,5.7,win,Nottm Forest,3.0,5.6,win,Wolves,1.0,5.2,6.133333333333333,5.5,-1.3333333333333333,0.0,-1.3333333333333333
Edinson Cavani,Man United,Center Forward,34,2020/21,81.0,Knock,"Dec 6, 2020","Dec 18, 2020",win,West Brom,1.0,6.0,win,Southampton,1.0,9.2,win,West Ham,2.0,6.0,draw,Man City,0.0,win,Sheffield,1.0,Missing,,,win,Leeds,4.0,6.2,draw,Leicester,0.0,6.4,win,Wolves,1.0,5.8,7.066666666666666,6.133333333333334,1.3333333333333333,0.5,0.8333333333333333
Edinson Cavani,Man United,Center Forward,34,2020/21,81.0,Muscle injury,"Feb 15, 2021","Mar 1, 2021",win,Southampton,9.0,9.2,draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,win,Newcastle,2.0,draw,Chelsea,0.0,Missing,,,draw,Crystal Palace,0.0,5.8,Missing,,,,Missing,,,,7.133333333333333,5.8,3.0,1.0,2.0
Edinson Cavani,Man United,Center Forward,34,2020/21,81.0,Knock,"Mar 5, 2021","Mar 21, 2021",draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,5.8,win,Man City,2.0,win,West Ham,1.0,Missing,,,win,Brighton,1.0,5.5,win,Tottenham,2.0,7.1,win,Burnley,2.0,6.7,6.0,6.433333333333334,0.0,1.5,-1.5
Edinson Cavani,Man United,Center Forward,35,2021/22,81.0,Tendon irritation,"Nov 4, 2021","Dec 22, 2021",draw,Everton,0.0,6.5,win,Tottenham,3.0,6.2,lose,Liverpool,-5.0,6.0,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0.0,6.0,win,Burnley,2.0,6.2,lose,Wolves,-1.0,6.0,6.233333333333333,6.066666666666666,-0.6666666666666666,-1.6666666666666667,1.0
Edinson Cavani,Man United,Center Forward,35,2021/22,81.0,Groin problems,"Feb 11, 2022","Mar 7, 2022",draw,Aston Villa,0.0,6.2,win,West Ham,1.0,6.4,draw,Burnley,0.0,5.6,draw,Southampton,0.0,win,Brighton,2.0,win,Leeds,2.0,win,Tottenham,1.0,5.6,Missing,,,,Missing,,,,6.066666666666667,5.6,0.3333333333333333,1.3333333333333333,-1.0
Edinson Cavani,Man United,Center Forward,35,2021/22,81.0,Calf injury,"Apr 1, 2022","Apr 30, 2022",win,Tottenham,1.0,5.6,Missing,,,,Missing,,,,draw,Leicester,0.0,lose,Everton,-1.0,win,Norwich City,1.0,win,Brentford,3.0,6.2,lose,Brighton,-4.0,5.0,lose,Crystal Palace,-1.0,5.6,5.6,5.599999999999999,1.0,0.0,1.0
Raphael Varane,Man United,Center Back,30,2021/22,85.0,Groin injury,"Oct 11, 2021","Oct 26, 2021",win,West Ham,1.0,7.2,lose,Aston Villa,-1.0,6.2,draw,Everton,0.0,6.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,Missing,,,win,Tottenham,3.0,6.2,Missing,,,,Missing,,,,6.6000000000000005,6.2,0.0,-3.5,3.5
Raphael Varane,Man United,Center Back,30,2021/22,85.0,Hamstring injury,"Nov 2, 2021","Dec 22, 2021",win,Tottenham,3.0,6.2,draw,Everton,0.0,6.4,lose,Aston Villa,-1.0,6.2,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0.0,6.6,win,Burnley,2.0,6.4,lose,Wolves,-1.0,6.6,6.266666666666667,6.533333333333334,0.6666666666666666,-1.6666666666666667,2.3333333333333335
Raphael Varane,Man United,Center Back,30,2021/22,85.0,abdominal problems,"Feb 14, 2022","Feb 18, 2022",win,West Ham,1.0,7.2,draw,Burnley,0.0,6.4,draw,Southampton,0.0,6.3,win,Brighton,2.0,Missing,,,Missing,,,win,Leeds,2.0,6.3,draw,Watford,0.0,6.5,win,Tottenham,1.0,6.2,6.633333333333334,6.333333333333333,0.3333333333333333,2.0,-1.6666666666666667
Raphael Varane,Man United,Center Back,30,2021/22,85.0,muscular problems,"Apr 3, 2022","Apr 21, 2022",draw,Watford,0.0,6.5,win,Tottenham,1.0,6.2,draw,Leicester,0.0,6.9,lose,Everton,-1.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Arsenal,-2.0,5.7,draw,Chelsea,0.0,6.1,win,Brentford,3.0,8.1,6.533333333333334,6.633333333333333,0.3333333333333333,-1.3333333333333333,1.6666666666666665
Raphael Varane,Man United,Center Back,31,2022/23,85.0,Leg injury,"Oct 22, 2022","Nov 14, 2022",draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.9,draw,Chelsea,0.0,6.6,win,West Ham,1.0,lose,Aston Villa,-2.0,win,Fulham,1.0,win,Nottm Forest,3.0,7.2,win,Wolves,1.0,6.9,win,Man City,1.0,6.7,6.5,6.933333333333334,0.6666666666666666,0.0,0.6666666666666666
Raphael Varane,Man United,Center Back,31,2022/23,85.0,Foot injury,"Apr 14, 2023","May 8, 2023",draw,Southampton,0.0,6.5,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,7.3,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,win,Wolves,2.0,6.9,win,Bournemouth,1.0,7.2,win,Chelsea,3.0,6.3,6.6000000000000005,6.800000000000001,-0.3333333333333333,1.0,-1.3333333333333333
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90.0,Hip flexor problems,"Jan 10, 2022","Jan 17, 2022",draw,Newcastle,0.0,8.0,win,Burnley,2.0,7.0,lose,Wolves,-1.0,7.0,draw,Aston Villa,0.0,Missing,,,Missing,,,win,Brentford,2.0,7.0,win,West Ham,1.0,7.0,draw,Burnley,0.0,7.0,7.333333333333333,7.0,0.3333333333333333,0.0,0.3333333333333333
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90.0,Hip flexor problems,"Mar 3, 2022","Mar 7, 2022",win,Brighton,2.0,7.0,win,Leeds,2.0,6.0,draw,Watford,0.0,7.0,lose,Man City,-3.0,Missing,,,Missing,,,win,Tottenham,1.0,7.0,lose,Everton,-1.0,8.0,win,Norwich City,1.0,6.0,6.666666666666667,7.0,1.3333333333333333,-3.0,4.333333333333333
Lisandro Martinez,Man United,Center Back,28,2022/23,84.0,Metatarsal fracture,"Apr 14, 2023","Jun 30, 2023",lose,Newcastle,-2.0,6.7,win,Brentford,1.0,7.8,win,Everton,2.0,7.4,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,Missing,,,,Missing,,,,Missing,,,,7.3,,0.3333333333333333,1.0,-0.6666666666666667
Christian Eriksen,Man United,Central Midfielder,33,2022/23,83.0,Ankle injury,"Jan 29, 2023","Apr 6, 2023",win,Man City,1.0,5.7,draw,Crystal Palace,0.0,6.0,lose,Arsenal,-1.0,6.3,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,win,Everton,2.0,6.0,win,Nottm Forest,2.0,7.2,draw,Tottenham,0.0,7.0,6.0,6.733333333333333,0.0,1.0,-1.0
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81.0,unknown injury,"Mar 6, 2023","Mar 14, 2023",win,Leeds,2.0,6.0,win,Leicester,3.0,6.9,lose,Liverpool,-7.0,7.0,draw,Southampton,0.0,Missing,,,Missing,,,lose,Newcastle,-2.0,6.1,win,Brentford,1.0,7.1,win,Everton,2.0,6.4,6.633333333333333,6.533333333333334,-0.6666666666666666,0.0,-0.6666666666666666
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81.0,Groin problems,"Apr 16, 2023","Apr 19, 2023",lose,Newcastle,-2.0,6.1,win,Brentford,1.0,6.4,win,Everton,2.0,6.4,win,Nottm Forest,2.0,Missing,,,Missing,,,win,Aston Villa,1.0,6.3,lose,Brighton,-1.0,7.0,lose,West Ham,-1.0,6.3,6.3,6.533333333333334,0.3333333333333333,2.0,-1.6666666666666667
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81.0,Meniscus injury,"May 10, 2023","Jun 15, 2023",win,Aston Villa,1.0,6.3,lose,Brighton,-1.0,7.0,lose,West Ham,-1.0,6.3,win,Wolves,2.0,win,Bournemouth,1.0,win,Chelsea,3.0,Missing,,,,Missing,,,,Missing,,,,6.533333333333334,,-0.3333333333333333,2.0,-2.3333333333333335
Jadon Sancho,Man United,Left winger,19,2021/22,82.0,Tonsillitis,"Apr 26, 2022","May 8, 2022",win,Norwich City,1.0,,lose,Liverpool,-4.0,5.0,lose,Arsenal,-2.0,6.6,draw,Chelsea,0.0,win,Brentford,,lose,Brighton,-4.0,Missing,,,,Missing,,,,Missing,,,,5.8,,-1.6666666666666667,-2.0,0.33333333333333326
Jadon Sancho,Man United,Left winger,20,2022/23,82.0,depression,"Dec 26, 2022","Jan 31, 2023",draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.0,draw,Chelsea,0.0,5.9,win,Nottm Forest,3.0,win,Wolves,1.0,win,Bournemouth,3.0,draw,Leeds,0.0,6.2,win,Leeds,2.0,6.2,win,Leicester,3.0,8.0,5.966666666666666,6.8,0.6666666666666666,2.3333333333333335,-1.666666666666667
David Raya,Brentford,Goalkeeper,26,2021/22,80.0,Knee injury,"Oct 25, 2021","Feb 4, 2022",win,West Ham,1.0,6.9,lose,Chelsea,-1.0,6.3,lose,Leicester,-1.0,6.5,lose,Burnley,-2.0,lose,Norwich City,-1.0,draw,Newcastle,0.0,lose,Man City,-2.0,5.5,draw,Crystal Palace,0.0,7.0,lose,Arsenal,-1.0,6.5,6.566666666666666,6.333333333333333,-0.3333333333333333,-1.0,0.6666666666666667
Kristoffer Ajer,Brentford,Center Back,24,2021/22,76.0,Hamstring injury,"Jul 9, 2022","Aug 31, 2022",win,Southampton,3.0,8.1,win,Everton,1.0,6.0,lose,Leeds,-1.0,7.0,draw,Leicester,0.0,win,Man United,4.0,lose,Fulham,-1.0,lose,Arsenal,-3.0,7.4,draw,Bournemouth,0.0,7.0,lose,Newcastle,-4.0,5.5,7.033333333333334,6.633333333333333,1.0,1.0,0.0
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76.0,Foot injury,"Dec 2, 2023","Jan 16, 2024",win,West Ham,1.0,5.5,lose,Liverpool,-3.0,5.1,lose,Arsenal,-1.0,5.9,win,Luton Town,2.0,lose,Brighton,-1.0,lose,Sheffield,-1.0,win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,lose,Man City,-2.0,6.0,5.5,6.033333333333334,-1.0,0.0,-1.0
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76.0,Calf strain,"Apr 6, 2024","Apr 20, 2024",draw,Man United,0.0,7.6,draw,Brighton,0.0,6.7,draw,Aston Villa,0.0,5.6,win,Sheffield,2.0,Missing,,,Missing,,,win,Luton Town,4.0,7.0,lose,Everton,-1.0,6.2,draw,Fulham,0.0,6.9,6.633333333333333,6.7,0.0,2.0,-2.0
Ethan Pinnock,Brentford,Center Back,29,2023/24,79.0,Ankle injury,"Feb 10, 2024","Apr 13, 2024",lose,Tottenham,-1.0,6.0,lose,Man City,-2.0,5.6,win,Wolves,2.0,6.9,lose,Liverpool,-3.0,lose,Man City,-1.0,lose,West Ham,-2.0,win,Sheffield,2.0,6.2,win,Luton Town,4.0,7.1,lose,Everton,-1.0,6.4,6.166666666666667,6.566666666666667,-0.3333333333333333,-2.0,1.6666666666666667
Rico Henry,Brentford,Left Back,24,2023/24,75.0,Knee injury,"Sep 16, 2023","Oct 5, 2024",draw,Crystal Palace,0.0,5.6,draw,Bournemouth,0.0,6.2,lose,Newcastle,-1.0,6.0,lose,Everton,-2.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,Missing,,,,Missing,,,,Missing,,,,5.933333333333334,,-0.3333333333333333,-1.0,0.6666666666666667
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77.0,Foot injury,"Jan 5, 2024","Jan 30, 2024",lose,Aston Villa,-1.0,6.9,lose,Wolves,-3.0,7.1,lose,Crystal Palace,-2.0,6.3,win,Nottm Forest,1.0,Missing,,,Missing,,,lose,Tottenham,-1.0,7.1,lose,Man City,-2.0,6.2,win,Wolves,1.0,7.1,6.766666666666667,6.8,-2.0,1.0,-3.0
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77.0,Back injury,"Mar 9, 2024","Apr 16, 2024",lose,West Ham,-2.0,6.8,draw,Chelsea,0.0,7.5,lose,Arsenal,-1.0,5.7,lose,Burnley,-1.0,draw,Man United,0.0,draw,Brighton,0.0,win,Luton Town,4.0,6.1,lose,Everton,-1.0,6.5,draw,Fulham,0.0,6.4,6.666666666666667,6.333333333333333,-1.0,-0.3333333333333333,-0.6666666666666667
Vitaly Janelt,Brentford,Defensive Midfielder ,24,2022/23,76.0,Knee injury,"Mar 15, 2023","Apr 6, 2023",win,Fulham,1.0,5.6,lose,Everton,-1.0,7.5,win,Southampton,2.0,5.8,draw,Leicester,0.0,draw,Brighton,0.0,lose,Man United,-1.0,lose,Newcastle,-1.0,6.2,lose,Wolves,-2.0,5.8,draw,Aston Villa,0.0,5.9,6.3,5.966666666666666,0.6666666666666666,-0.3333333333333333,1.0
Christian Eriksen,Brentford,Central Midfielder,30,2021/22,81.0,Fitness,"Jan 31, 2022","Feb 25, 2022",Missing,,,,Missing,,,,Missing,,,,lose,Man City,-2.0,draw,Crystal Palace,0.0,lose,Arsenal,-1.0,lose,Newcastle,-2.0,5.4,win,Norwich City,2.0,5.2,win,Burnley,2.0,7.3,,5.966666666666668,,-1.0,
Mathias Jensen,Brentford,Central Midfielder,26,2021/22,77.0,Leg injury,"Jul 7, 2021","Aug 31, 2021",Missing,,,,Missing,,,,Missing,,,,win,Arsenal,2.0,draw,Crystal Palace,0.0,Missing,,,draw,Aston Villa,0.0,6.2,lose,Brighton,-1.0,6.1,Missing,,,,,6.15,,1.0,
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73.0,Hamstring injury,"Aug 19, 2023","Jan 4, 2024",win,Fulham,3.0,6.1,Missing,,,,Missing,,,,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,lose,Newcastle,-1.0,win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,Missing,,,,6.1,6.05,3.0,-0.3333333333333333,3.3333333333333335
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73.0,Ankle injury,"Dec 6, 2023","Mar 30, 2024",win,Fulham,3.0,6.1,Missing,,,,Missing,,,,lose,Brighton,-1.0,lose,Sheffield,-1.0,lose,Aston Villa,-1.0,win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,Missing,,,,6.1,6.05,3.0,-1.0,4.0
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73.0,Knee surgery,"Feb 5, 2024","Mar 15, 2025",win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,Missing,,,,lose,Man City,-2.0,win,Wolves,2.0,lose,Liverpool,-3.0,Missing,,,,Missing,,,,Missing,,,,6.05,,0.0,-1.0,1.0
Frank Onyeka,Brentford,Central Midfielder,24,2021/22,73.0,Ankle injury,"Mar 25, 2022","May 16, 2022",lose,Man City,-2.0,6.0,win,Norwich City,2.0,6.2,win,Burnley,2.0,6.1,win,Chelsea,3.0,win,West Ham,2.0,win,Watford,1.0,Missing,,,,Missing,,,,Missing,,,,6.099999999999999,,0.6666666666666666,2.0,-1.3333333333333335
Frank Onyeka,Brentford,Central Midfielder,25,2022/23,73.0,Thigh problems,"Mar 25, 2023","Apr 9, 2023",lose,Everton,-1.0,5.6,win,Southampton,2.0,5.6,Missing,,,,draw,Brighton,0.0,lose,Man United,-1.0,lose,Newcastle,-1.0,draw,Aston Villa,0.0,5.7,win,Chelsea,2.0,6.0,win,Nottm Forest,1.0,6.8,5.6,6.166666666666667,0.5,-0.6666666666666666,1.1666666666666665
Shandon Baptiste,Brentford,Central Midfielder,24,2023/24,70.0,Shoulder injury,"Aug 25, 2023","Nov 11, 2023",draw,Tottenham,0.0,5.6,Missing,,,,Missing,,,,win,Fulham,3.0,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,lose,Arsenal,-1.0,6.0,win,Luton Town,2.0,6.2,lose,Brighton,-1.0,0.0,5.6,4.066666666666666,0.0,1.0,-1.0
Samman Ghoddos,Brentford,Attacking Midfielder,28,2021/22,71.0,Coronavirus,"Mar 19, 2022","Mar 26, 2022",lose,Man City,-1.0,5.8,draw,Crystal Palace,0.0,5.6,lose,Arsenal,-1.0,5.4,lose,Leicester,-1.0,Missing,,,Missing,,,win,Watford,1.0,5.0,draw,Tottenham,0.0,6.8,Missing,,,,5.599999999999999,5.9,-0.6666666666666666,-1.0,0.33333333333333337
Bryan Mbeumo,Brentford,Right winger,22,2023/24,80.0,Ankle injury,"Dec 7, 2023","Mar 12, 2024",lose,Arsenal,-1.0,6.0,win,Luton Town,2.0,8.2,lose,Brighton,-1.0,5.4,lose,Sheffield,-1.0,lose,Aston Villa,-1.0,lose,Wolves,-3.0,lose,Burnley,-1.0,7.0,draw,Man United,0.0,6.0,draw,Brighton,0.0,5.4,6.533333333333334,6.133333333333333,0.0,-1.6666666666666667,1.6666666666666667
Sergi Canos,Brentford,Right winger,25,2022/23,72.0,Hamstring injury,"Aug 1, 2022","Sep 5, 2022",Missing,,,,Missing,,,,Missing,,,,draw,Leicester,0.0,win,Man United,2.0,lose,Fulham,-1.0,win,Brighton,2.0,5.6,lose,Aston Villa,-4.0,5.2,draw,Wolves,0.0,5.6,,5.466666666666666,,0.3333333333333333,
Yoane Wissa,Brentford,Center Forward,25,2023/24,79.0,Ankle injury,"Sep 14, 2024","Nov 30, 2024",lose,Liverpool,-2.0,5.9,win,Southampton,2.0,6.0,lose,Man City,-1.0,5.7,lose,Tottenham,-2.0,draw,West Ham,0.0,win,Wolves,2.0,Missing,,,,Missing,,,,Missing,,,,5.866666666666667,,-0.3333333333333333,0.0,-0.3333333333333333
Ben Mee,Brentford,Center Back,33,2023/24,79.0,Muscle injury,"Sep 26, 2023","Oct 20, 2023",draw,Bournemouth,0.0,6.1,lose,Newcastle,-1.0,5.6,Missing,,,,lose,Everton,-2.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,win,West Ham,1.0,6.1,lose,Liverpool,-3.0,5.2,lose,Arsenal,-1.0,6.8,5.85,6.033333333333334,-0.5,-1.0,0.5
Ben Mee,Brentford,Center Back,33,2023/24,79.0,Ankle injury,"Feb 26, 2024","Jun 30, 2024",lose,Liverpool,-3.0,5.2,lose,Man City,-1.0,5.8,lose,West Ham,-2.0,5.6,draw,Chelsea,0.0,lose,Arsenal,-1.0,lose,Burnley,-1.0,Missing,,,,Missing,,,,Missing,,,,5.533333333333334,,-2.0,-0.6666666666666666,-1.3333333333333335
Aaron Hickey,Brentford,Right Back,21,2022/23,76.0,Ankle injury,"Oct 10, 2022","Dec 31, 2022",lose,Arsenal,-3.0,6.8,draw,Bournemouth,0.0,6.5,lose,Newcastle,-4.0,6.1,win,Brighton,2.0,draw,Chelsea,0.0,lose,Aston Villa,-4.0,win,Southampton,3.0,6.2,draw,Crystal Palace,0.0,7.3,win,Fulham,1.0,5.5,6.466666666666666,6.333333333333333,-2.3333333333333335,-0.6666666666666666,-1.666666666666667
Aaron Hickey,Brentford,Right Back,22,2023/24,76.0,Hamstring injury,"Nov 2, 2023","Apr 2, 2025",draw,Nottm Forest,0.0,5.7,lose,Man United,-1.0,5.1,win,Chelsea,2.0,5.6,win,West Ham,1.0,lose,Liverpool,-3.0,lose,Arsenal,-1.0,Missing,,,,Missing,,,,Missing,,,,5.466666666666666,,0.3333333333333333,-1.0,1.3333333333333333
Kevin Schade,Brentford,Left winger,21,2023/24,72.0,Adductor injury,"Sep 23, 2023","Apr 10, 2024",draw,Crystal Palace,0.0,6.0,draw,Bournemouth,0.0,6.0,lose,Newcastle,-1.0,5.8,lose,Everton,-2.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,win,Sheffield,2.0,6.1,win,Luton Town,5.0,7.1,lose,Everton,-1.0,6.0,5.933333333333334,6.3999999999999995,-0.3333333333333333,-1.0,0.6666666666666667
Mikkel Damsgaard,Brentford,Left winger,22,2023/24,73.0,Knee surgery,"Sep 29, 2023","Dec 5, 2023",draw,Tottenham,0.0,6.1,win,Fulham,3.0,6.0,Missing,,,,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,lose,Newcastle,-1.0,lose,Brighton,-1.0,5.8,lose,Sheffield,-1.0,5.7,lose,Aston Villa,-1.0,6.7,6.05,6.066666666666666,1.5,-0.3333333333333333,1.8333333333333333
Mikkel Damsgaard,Brentford,Left winger,22,2023/24,73.0,Adductor pain,"Aug 26, 2023","Sep 27, 2023",draw,Tottenham,0.0,6.1,win,Fulham,3.0,6.0,Missing,,,,draw,Nottm Forest,0.0,lose,Man United,-1.0,win,Burnley,3.0,lose,Brighton,-1.0,5.8,lose,Sheffield,-1.0,5.7,lose,Aston Villa,-1.0,6.7,6.05,6.066666666666666,1.5,0.6666666666666666,0.8333333333333334
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73.0,Knee injury,"Mar 5, 2023","May 2, 2023",win,Liverpool,2.0,5.1,win,Bournemouth,2.0,5.4,draw,Crystal Palace,0.0,5.1,win,Fulham,1.0,lose,Everton,-1.0,win,Southampton,2.0,Missing,,,,Missing,,,,Missing,,,,5.2,,1.3333333333333333,0.6666666666666666,0.6666666666666666
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73.0,Fitness,"Oct 11, 2022","Oct 31, 2022",draw,Everton,0.0,6.6,draw,Crystal Palace,0.0,5.1,win,Leeds,3.0,5.2,lose,Aston Villa,-4.0,Missing,,,Missing,,,draw,Wolves,0.0,5.2,draw,Nottm Forest,0.0,5.6,win,Liverpool,2.0,5.1,5.633333333333333,5.3,1.0,-4.0,5.0
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73.0,Ligament injury,"Sep 5, 2022","Oct 10, 2022",draw,Everton,0.0,6.6,draw,Crystal Palace,0.0,5.1,win,Leeds,3.0,5.2,lose,Arsenal,-3.0,draw,Bournemouth,0.0,lose,Newcastle,-4.0,draw,Wolves,0.0,5.2,draw,Nottm Forest,0.0,5.6,win,Liverpool,2.0,5.1,5.633333333333333,5.3,1.0,-2.3333333333333335,3.3333333333333335
Mark Flekken,Brentford,Goalkeeper,31,2023/24,79.0,cold,"Oct 3, 2023","Oct 19, 2023",lose,Newcastle,-1.0,5.7,lose,Everton,-2.0,6.0,draw,Nottm Forest,0.0,6.3,lose,Man United,-1.0,Missing,,,Missing,,,win,Burnley,3.0,6.4,win,Chelsea,2.0,6.6,win,West Ham,1.0,5.8,6.0,6.266666666666667,-1.0,-1.0,0.0
